英国AB农业有限公司	英美烟草	阿尔森德渔业公司	阿尔森德渔业公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	阿尔森德渔业公司	阿尔森德渔业公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	英国AB农业有限公司
"Int Co., Ltd."	英国驻华大使馆&领事馆	伟胜集团有限公司	I枫叶教育集团	阿克苏诺贝尔	"Reilly Industries, Inc."	南非沙索集团	维奥输配电	中加合作大连枫叶国际学校	思递波	Which Property?	液化空气集团	荷兰皇家壳牌集团	阿克苏诺贝尔	瑞银证券有限责任公司	泰达宏利基金管理有限公司
麦海食品有限公司	英国驻华大使馆&领事馆	I赞邦集团	I枫叶教育集团	阿克苏诺贝尔	罗地亚集团	积水化学工业株式会社	维斯塔斯风力技术公司	中加合作大连枫叶国际学校	Cheiron Academia	美国中经合集团	液化空气集团	荷兰皇家壳牌集团	阿克苏诺贝尔	湘财证券有限责任公司	株式会社MVC
法国萨瓦吉恩巴黎家族	英国驻华大使馆&领事馆	珠海醋酸纤维有限公司	I枫叶教育集团	阿克苏诺贝尔	罗地亚集团	森馨香精色素科技有限公司	Aggreko	中加合作枫华高级中学	I Cheng International MSc Program Cheng International MSc Program	威敏顿投资有限公司	液化空气集团	荷兰皇家壳牌集团	阿克苏诺贝尔	Adeka Corp?	株式会社MVC
快乐蜂集团	英国驻华大使馆&领事馆	nZschimmer&SchwarzGmbH&Co.KG德国司马公司	I枫叶教育集团	阿克苏诺贝尔	罗地亚集团	法国赛比克公司	中国燃气控股有限公司	中法国际管理学院	美国国际教育交流协会	"	华欧国际证券有限责任公司"	液化空气集团	三星道达尔株式会社	阿克苏诺贝尔	雅博色彩(上海)有限公司	摩根士丹利华鑫基金管理有限公司
Kelit Italian Wines	英国驻华大使馆&领事馆	I丹麦供油有限公司	I枫叶教育集团	阿克苏诺贝尔	罗地亚集团	西格里碳素集团	中电集团	对外经济贸易大学中美国际管理学院	City& Guilds	"	华欧国际证券有限责任公司"	液化空气集团	三星道达尔株式会社	阿克苏诺贝尔	液化空气集团	摩根士丹利华鑫基金管理有限公司
克瑞集团	英国驻华大使馆&领事馆	I阿纳达科石油公司	墨尔本商学院	阿克苏诺贝尔	罗地亚集团	上海联吉合纤有限公司	中电集团	美国中学入学考试检测局	City& Guilds	京华山一国际(香港)有限公司	液化空气集团	三星道达尔株式会社	阿克苏诺贝尔	液化空气集团	摩根士丹利华鑫基金管理有限公司
麒麟啤酒株式会社	美国驻华大使馆&领事馆	I贝克休斯公司	南京国际学校	阿克苏诺贝尔	罗地亚集团	信越化学公司	中电集团	巴黎高等计算机学院	导航者商务咨询有限公司	京华山一国际(香港)有限公司	空气化工产品有限公司	沙特阿美	阿克苏诺贝尔	液化空气集团	清晨（中国）资本集团
韩国Yakult公司	美国驻华大使馆&领事馆	I贝克休斯公司	英国龙比亚大学	阿克苏诺贝尔	罗地亚集团	白石钙株式会社	Franke	巴黎高等计算机学院	导航者商务咨询有限公司	大和证券SMBC株式会社	空气化工产品有限公司	沙特基础工业公司	阿克苏诺贝尔	液化空气集团	北极光创投
蓝威斯顿公司	美国驻华大使馆&领事馆	扬子石化一巴斯夫有限公司	I英国北方大学联合会	阿克苏诺贝尔	罗地亚集团	美国圣莱科特国际集团	韩国电力公社	苏州新加坡国际学校	导航者商务咨询有限公司	韩华证券	空气化工产品有限公司	上海赛科石油化工有限责任公司	阿克苏诺贝尔	液化空气集团	北极光创投
LatourLaguens International Holding Group	美国驻华大使馆&领事馆	巴索瑞士润滑液有限公司	奥伊斯嘉日本语幼儿园	阿克苏诺贝尔	罗地亚集团	Siegwerk Druckfarben AG	盛科公用事业	北京瑞典小学	导航者商务咨询有限公司	韩国现代证券公司	空气化工产品有限公司	上海赛科石油化工有限责任公司	阿克苏诺贝尔	液化空气集团	北极光创投
德国汉莎天厨集团	美国驻华大使馆&领事馆	Borealis	I小牛津双语幼儿园	阿克苏诺贝尔	罗地亚集团	Sigma-Aldrich Co.	盛科公用事业	瑞士教育集团	导航者商务咨询有限公司	元富证券(香港)有限公司	味之素株式会社	新加坡石油有限公司	阿克苏诺贝尔	液化空气集团	北极光创投
乐城酒业	土耳其驻华大使馆&领事馆	Borealis	QSI国际学校	阿克苏诺贝尔	洛克伍德精细化工集团	新加坡朝日化学及锡焊制品有限公司	盛科公用事业	台北中华语文研习所	中加学校	内藤证券株式会社	阿克苏诺贝尔	StatoilHydro	阿克苏诺贝尔	液化空气集团	OFS
西南之屋	土耳其驻华大使馆&领事馆	□ BP BP	QSI国际学校	阿克苏诺贝尔	罗门哈斯公司	韩国SK株式会社	盛科公用事业	台北中华语文研习所	中加学校	野村控股集团	阿克苏诺贝尔	StatoilHydro	阿克苏诺贝尔	液化空气集团	美国泰山投资有限公司
马傲立商贸有限公司	埃及驻华大使馆	□ BP BP	QSI国际学校	阿克苏诺贝尔	Roquette Frere	韩国SK株式会社	盛科公用事业	台北中华语文研习所	高丽语言培训中心	野村控股集团	阿克苏诺贝尔	德希尼布	阿克苏诺贝尔	液化空气集团	兰馨亚洲投资集团
Mars Inc.	埃及驻华大使馆	□ BP BP	QSI国际学校	阿克苏诺贝尔	"SACHEM, Inc."	爱森集团	盛科公用事业	太湖国际学校	Dale Carnegie Training	三星证券	阿克苏诺贝尔	德希尼布	阿克苏诺贝尔	液化空气集团	兰馨亚洲投资集团
Maxxium	亚太发展协商局	I康泰斯国际有限公司	QSI国际学校	阿克苏诺贝尔	德国莎哈利本化学有限公司	爱森集团	盛科公用事业	加拿大泰尔弗国际商学院	Dale Carnegie Training	大福证券集团有限公司	阿克苏诺贝尔	天津日石润滑油脂有限公司	阿克苏诺贝尔	液化空气集团	兰馨亚洲投资集团
"McCormick & Company, Inc."	布鲁塞尔首都地区商务处	I康泰斯国际有限公司	I莱佛士设计学院	雅保公司	SAES Getters S.p.A.	爱森集团	汇津水务（中国）投资有限公司	天普大学	德博诺管理咨询有限公司	大福证券集团有限公司	阿克苏诺贝尔	天津日石润滑油脂有限公司	阿克苏诺贝尔	液化空气集团	太平洋同盟基金管理集团
麦当劳	英中贸易协会	CMP产品	RainbowBridgeIInternationalSchoolI上海虹桥国际学校	雅保公司	SAES Getters S.p.A.	爱森集团	阿迪达斯	北京英国学校	英国爱德思国家职业学历与学术考试机构	金鼎证券集团	阿克苏诺贝尔	道达尔集团	阿克苏诺贝尔	液化空气集团	怡和创业投资集团
美赞臣	英中贸易协会	I中加阿尔伯达石油中心	I瑞金国际学校	Alfa Aesar	美国沙多玛公司	苏威	阿迪达斯	才富培训	EducAsian Inc?	瑞银证券有限责任公司	阿克苏诺贝尔	道达尔集团	阿克苏诺贝尔	空气化工产品有限公司	怡和创业投资集团
Mega Pacific Technology Inc.	英中贸易协会	ExxonMobil Corp.	I瑞金国际学校	奥美凯公司	美国沙多玛公司	Spectrum Chemical Mfg. Corp.	阿迪达斯	协力国际学校	I Education Development International pic Education Development International pic	瑞银证券有限责任公司	阿克苏诺贝尔	道达尔集团	阿克苏诺贝尔	空气化工产品有限公司	PineBridge Investments
日本明治乳业株式会社	英中贸易协会	ExxonMobil Corp.	I法国兰斯管理学院	奥美凯公司	南非沙索集团	美国普锐涂料集团	登喜路	英国斯凯来得大学	艾迪国际	瑞银证券有限责任公司	阿克苏诺贝尔	道达尔集团	雅保公司	空气化工产品有限公司	加拿大鲍尔公司
西班牙米高桃乐丝公司	英中贸易协会	ExxonMobil Corp.	I加拿大毅伟管理学院	华润包装材料有限公司	南非沙索集团	SurTec Internationl GmbH	绫致时装公司	Thunderbird	艾迪国际	Acheson Colloids Co.	阿克苏诺贝尔	道达尔集团	雅保公司	味之素株式会社	加拿大鲍尔公司
北京秘乐街餐饮有限责任公司	英中贸易协会	ExxonMobil Corp.	美国马里兰大学史密斯商学院	安徽丰原格拉特乳酸有限公司	积水化学工业株式会社	Symrise GmbH & Co. KG	绫致时装公司	天津瑞金国际学校	英孚教育	Adeka Corp?	阿克苏诺贝尔	道达尔集团	Alfa Aesar	阿克苏诺贝尔	普凯投资基金
Mo?t Hennessy Diageo	欧洲联盟欧洲委员会驻华代表团	福斯油品集团	美国马里兰大学史密斯商学院	"Applied Chemical Technologies, Inc."	森馨香精色素科技有限公司	德国南方化学集团	绫致时装公司	天津瑞金国际学校	英孚教育	液化空气集团	阿克苏诺贝尔	道达尔集团	奥美凯公司	阿克苏诺贝尔	意大利PEP
MOA Brewing Company Limited	美国佛罗里达州经济发展局	福斯油品集团	"□Rutgers,TheStateUniversityofNewJersyRutgers,新泽西州立大学"	荒川化学工业株式会社	法国赛比克公司	以色列特盖达化学有限公司	碧雪德贝尔	泰宁国际幼儿园	英孚教育	液化空气集团	阿克苏诺贝尔	道达尔集团	华润包装材料有限公司	阿克苏诺贝尔	启明维创投资咨询(上海)有限公司
酩悦轩尼诗帝亚吉欧	德国技术合作公司	福斯油品集团	"□Rutgers,TheStateUniversityofNewJersyRutgers,新泽西州立大学"	"Arch Chemicals, Inc."	上海联吉合纤有限公司	Tanatex Chemicals	宝格丽	泰宁国际幼儿园	上海欧文经济学院	液化空气集团	阿克苏诺贝尔	道达尔集团	安徽丰原格拉特乳酸有限公司	阿克苏诺贝尔	美国秦汉资本管理有限公司
Mondelēz International	德国技术合作公司	IBERSE I IBERSE	I上海美国学校	阿科玛	信越化学公司	唐山可瑞库粘结剂有限公司	香奈儿	马歇尔商学院	I Executive Learning Center Executive Learning Center	液化空气集团	阿克苏诺贝尔	中化道达尔燃油有限公司	"I Applied Chemical Technologies, Inc. Applied Chemical Technologies, Inc."	阿克苏诺贝尔	Richina Pacific Ltd.
名特食品葡萄酒有限公司	夏威夷旅游局	I出光兴产株式会社	I上海美国学校	阿科玛	白石钙株式会社	德瑞皮化	克丽丝汀迪奥	裕达隆国际学校	英迈语言文化交流中心	液化空气集团	阿克苏诺贝尔	中化道达尔燃油有限公司	"Arch Chemicals, Inc."	阿克苏诺贝尔	Richina Pacific Ltd.
日本森永制果株式会社	美国马里兰中国中心	I捷飞络国际公司	DShanghaiCommunityInternationalSchools上海长宁国际学校	亚什兰集团	美国圣莱科特国际集团	德瑞皮化	法国接通咨询有限公司	裕达隆国际学校	飞安国际公司	液化空气集团	阿克苏诺贝尔	UOP LLC	阿科玛	阿克苏诺贝尔	洛希尔公司
雀巢有限公司	美国内华达州旅游局	JSC Gazprom	DShanghaiCommunityInternationalSchools上海长宁国际学校	亚什兰集团	Siegwerk Druckfarben AG	科乐瑞特科罗马斯集团	鳄鱼国际私人有限公司	裕达隆国际学校	GlobalEnglish Corp.	液化空气集团	阿克苏诺贝尔	UOP LLC	阿科玛	阿克苏诺贝尔	洛希尔公司
纽利味食品	Tacoma港务局	克鲁勃润滑剂	DShanghaiCommunityInternationalSchools上海长宁国际学校	亚什兰集团	Sigma-Aldrich Co.	兰精集团	北京利盛可嘉西服	华尔街学院	精中(上海)管理咨询有限公司	液化空气集团	阿克苏诺贝尔	威德福	阿科玛	阿克苏诺贝尔	Saha-Union Public Company Limited
日本日清食品株式会社	苏格兰国际发展局	克鲁勃润滑剂	"UShanghaiJiaoTongUniversity,AntaiCollegeEconomicsandManagement上海交通大学安泰经济与管理学院"	亚什兰集团	新加坡朝日化学及锡焊制品有限公司	The Sherwin-Williams Company	北京利盛可嘉西服	华尔街学院	汉斯赛德尔基金会	液化空气集团	阿克苏诺贝尔	威德福	阿科玛	阿克苏诺贝尔	SAIF Partners
韩国农心株式会社	德国巴伐利亚州山东办事处	克鲁勃润滑剂	□ShanghaiSingaporeInternationalSchool上海新加坡国际学校	亚什兰集团	韩国SK株式会社	美国威士伯公司	雾显有限公司	复旦大学一华盛顿大学EMBA	霍尔姆斯学院	液化空气集团	阿克苏诺贝尔	美国格林格律州立大学	亚什兰集团	阿克苏诺贝尔	软银赛富投资顾问有限公司
Nutrexpa	瑞士联邦旅游局	克鲁勃润滑剂	□ShanghaiSingaporeInternationalSchool上海新加坡国际学校	亚什兰集团	韩国SK株式会社	英国托马仕雯有限公司	Devanlay Group	韦伯斯特大学	英姿国际管理顾问有限公司	液化空气集团	阿克苏诺贝尔	广州美国人国际学校	亚什兰集团	阿克苏诺贝尔	软银赛富投资顾问有限公司
亿可国际饮食股份有限公司	泰国投资部	韩国锦湖化学石油株式会社	"SIMBA-ShanghaiInternationalMBA,TongjiUniversity上海国际MBA"	Atotech Deutschland GmbH	韩国SK株式会社	ThyssenKrupp Xervon GmbH	Devanlay Group	北京京西学校	德国体育休闲旅游学院	液化空气集团	阿克苏诺贝尔	美国天普大学	Atotech Deutschland GmbH	阿克苏诺贝尔	上海国和现代服务产业股权投资管理有限公司
Olmix Group	联合国	韩国石油公社	中加合作枫华高级中学	Atotech Deutschland GmbH	爱森集团	ThyssenKrupp Xervon GmbH	Devanlay Group	西东桥-管理咨询和培训	艾毅国际	液化空气集团	阿克苏诺贝尔	澳大利亚教育发展集团	Atotech Deutschland GmbH	阿克苏诺贝尔	上海名禹资产管理有限公司
Orion Corp.	联合国	新日本石油株式会社	InternationalManagement中法国际管理学院	Atotech Deutschland GmbH	爱森集团	天津阿托兹精细化工有限公司	［爱步	World Link Education	JEI	液化空气集团	阿克苏诺贝尔	澳大利亚教育发展集团	Atotech Deutschland GmbH	阿克苏诺贝尔	深圳市麦盛投资有限公司
美国福喜集团	美国信息产业机构	I挪威海德鲁公司	Sino-USSchoolofInternationalManagement对外经济贸易大学中美国际管理学院	Atotech Deutschland GmbH	爱森集团	天银化工（私人）有限公司	t环球思捷控股公司	耀中教育机构	凯恩英语培训中心	空气化工产品有限公司	阿克苏诺贝尔	邦德学院■国际交流学院	Atotech Deutschland GmbH	阿克苏诺贝尔	西尧投资公司
百事公司	瓦伦西亚对外贸易局	NOVA石化产品制造公司	DSuzhouSingaporeInternationalSchool苏州新加坡国际学校	Atotech Deutschland GmbH	爱森集团	拓扑思达	飞伟洋服	耀中教育机构	凯恩英语培训中心	空气化工产品有限公司	阿克苏诺贝尔	北京BISS国际学校	Atotech Deutschland GmbH	阿克苏诺贝尔	中瑞创业投资基金管理有限公司
